"INEGI","Estado","Municipio","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
"20079","Oaxaca","Salina Cruz","PRD","PRD","PAN","PAN","PAN","PRI","PRI","PRI","PRI","PRI","PRI","","","","PNA","PNA","PNA","PRI_PVEM","PRI_PVEM","PT_Morena_PES"
"20080","Oaxaca","San Agustín Amatengo","PRD","PRD","PRI","PRI","PRI","PRD","PRD","PRD","PRI","PRI","PRI","","","","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PT_Morena_PES"
"20081","Oaxaca","San Agustín Atenango","PRI","PRI","PRD","PRD","PRD","PRD","PRD","PRD","PRI","PRI","PRI","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PT_Morena_PES"
"20082","Oaxaca","San Agustín Chayuco","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20083","Oaxaca","San Agustín de las Juntas","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20084","Oaxaca","San Agustín Etla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20085","Oaxaca","San Agustín Loxicha","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20086","Oaxaca","San Agustín Tlacotepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20087","Oaxaca","San Agustín Yatareni","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20088","Oaxaca","San Andrés Cabecera Nueva","","","","","","","","","","","","","","","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PT","PT","PT_Morena_PES"
"20089","Oaxaca","San Andrés Dinicuiti","PRI","PRI","PRI","PRI","PRI","PRD","PRD","PRD","PRI","PRI","PRI","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PAN_PRD_MC"
"20090","Oaxaca","San Andrés Huaxpaltepec","PRI","PRI","PRD","PRD","PRD","PRI","PRI","PRI","PRD","PRD","PRD","","","","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PUP","PUP","PRI"
"20091","Oaxaca","San Andrés Huayápam","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20092","Oaxaca","San Andrés Ixtlahuaca","","","","","","","","","","","","","","","","","","","",""
"20093","Oaxaca","San Andrés Lagunas","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20094","Oaxaca","San Andrés Nuxiño","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20095","Oaxaca","San Andrés Paxtlán","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20096","Oaxaca","San Andrés Sinaxtla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20097","Oaxaca","San Andrés Solaga","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20098","Oaxaca","San Andrés Teotilálpam","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20099","Oaxaca","San Andrés Tepetlapa","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20100","Oaxaca","San Andrés Yaá","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20101","Oaxaca","San Andrés Zabache","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20102","Oaxaca","San Andrés Zautla","PRI","PRI","PRI","PRI","PRI","PRD","PRD","PRD","PRI","PRI","PRI","","","","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRI_PVEM","PRI_PVEM","PMR"
"20103","Oaxaca","San Antonino Castillo Velasco","PRD","PRD","MC","MC","MC","PRI","PRI","PRI","PRD","PRD","PRD","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PRS","PRS","PT_Morena_PES"
"20104","Oaxaca","San Antonino el Alto","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20105","Oaxaca","San Antonino Monte Verde","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20106","Oaxaca","San Antonio Acutla","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20107","Oaxaca","San Antonio de la Cal","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20108","Oaxaca","San Antonio Huitepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20109","Oaxaca","San Antonio Nanahuatípam","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20110","Oaxaca","San Antonio Sinicahua","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20111","Oaxaca","San Antonio Tepetlapa","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20112","Oaxaca","San Baltazar Chichicápam","PRI","PRI","PRI","PRI","PRI","PAN","PAN","PAN","PRD","PRD","PRD","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PAN_PRD_PT_MC","PRI_PVEM","PRI_PVEM","PRI_PVEM","PAN_PRD","PAN_PRD","PT_Morena_PES"
"20113","Oaxaca","San Baltazar Loxicha","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20114","Oaxaca","San Baltazar Yatzachi el Bajo","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20115","Oaxaca","San Bartolo Coyotepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20116","Oaxaca","San Bartolomé Ayautla","PRI","PRI","PRD","PRD","PRD","PAN","PAN","PAN","PRI","PRI","PRI","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PRI_PVEM","PSD","PSD","PSD"
"20117","Oaxaca","San Bartolomé Loxicha","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20118","Oaxaca","San Bartolomé Quialana","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20119","Oaxaca","San Bartolomé Yucuañe","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20120","Oaxaca","San Bartolomé Zoogocho","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20121","Oaxaca","San Bartolo Soyaltepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20122","Oaxaca","San Bartolo Yautepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20123","Oaxaca","San Bernardo Mixtepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20124","Oaxaca","San Blas Atempa","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","PRI","","","","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD_PT","PAN_PRD","PAN_PRD","PT_Morena_PES"
"20125","Oaxaca","San Carlos Yautepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20126","Oaxaca","San Cristóbal Amatlán","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20127","Oaxaca","San Cristóbal Amoltepec","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
"20128","Oaxaca","San Cristóbal Lachirioag","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres","Usos y costumbres"
